Código;Nombre;Fecha Inicio;Fecha Vencimiento;Fecha Finalización;Código cliente;Cliente;Estado;Código tipo;Tipo;Responsable;Delegación;Teléfono;Mail;Idioma;Se puede contactar o no
P21S/05558;PARFOIS - SPAIN, Madrid,  Aeropuerto Madrid T1, Av. De la Hispanidad, s/n (16027);18/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;686074475;16027@stores.parfois.com, manager.16027@stores.parfois.com;ESP;SI
P21S/05651;PARFOIS - SPAIN, Madrid,  ECI Princesa, C/Princesa ,47 (7402);22/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636166135;7402@stores.parfois.com, manager.7402@stores.parfois.com;ESP;SI
P21S/05887;PARFOIS - SPAIN, Madrid, Aeropuerto Madrid T4, Av. De la Hispanidad, s/n (16790);01/11/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;;;ESP;SI
P21S/05258;PARFOIS - SPAIN, Madrid, Aranjuez, Calle Stuart, 81 (16255);23/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637408135;16255@stores.parfois.com, manager.16255@stores.parfois.com;ESP;SI
P21S/03972;PARFOIS - SPAIN, Madrid, Calle Alcalá, C/ Alcalá, 157 (10901);27/07/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;679150536;10901@stores.parfois.com, manager.10901@stores.parfois.com;ESP;SI
P21S/05220;PARFOIS - SPAIN, Madrid, Calle Preciados, 7 (1872);16/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628229586;1872@stores.parfois.com, manager.1872@stores.parfois.com;ESP;SI
P21S/05272;PARFOIS - SPAIN, Madrid, CC Alcalá Magna, C/ Valentín Juara Bellot, 4 (1801);26/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;608189040;1801@stores.parfois.com, manager.1801@stores.parfois.com;ESP;SI
P21S/05006;PARFOIS - SPAIN, Madrid, CC Factory Getafe, Av. del Río Guadalquivir, 15 (1887);04/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;646268895;1887@stores.parfois.com, manager.1887@stores.parfois.com;ESP;SI
P21S/05449;PARFOIS - SPAIN, Madrid, CC Fifty Factory,  C/ Salvador Madariaga, s/n (1845);06/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;628231805;1845@stores.parfois.com, manager.1845@stores.parfois.com;ESP;SI
P21S/05086;PARFOIS - SPAIN, Madrid, CC Gran Plaza 2, C/ de los Químicos, 2 (1846);09/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628224833;1846@stores.parfois.com, manager.1846@stores.parfois.com;ESP;SI
P21S/05283;PARFOIS - SPAIN, Madrid, CC Gran Vía Hortaleza, C/ Gran Vía Hortaleza, s/n (1869);30/08/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628232279;1869@stores.parfois.com, manager.1869@stores.parfois.com;ESP;SI
P21S/05809;PARFOIS - SPAIN, Madrid, CC H2O, C/ Marie Curie, 4 (9102);25/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;608014108;9102@stores.parfois.com, manager.9102@stores.parfois.com;ESP;SI
P21S/05808;PARFOIS - SPAIN, Madrid, CC Islazul, C/ Calderilla, 1 (13600);25/10/2021;;;7; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619773126;13600@stores.parfois.com, manager.13600@stores.parfois.com;ESP;SI
P21S/05080;PARFOIS - SPAIN, Madrid, CC La Vaguada, Av. Monforte Lemos, 36 (1907);06/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628227529;1907@stores.parfois.com, manager.1907@stores.parfois.com;ESP;SI
P21S/03971;PARFOIS - SPAIN, Madrid, CC Las Rosas, Av. de Guadalajara, 2 (16638);27/07/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618090323;16638@stores.parfois.com, manager.16638@stores.parfois.com;ESP;SI
P21S/05806;PARFOIS - SPAIN, Madrid, CC Outlet Las Rozas, Av del Noroeste, 2 (10908);25/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618090323;10908@stores.parfois.com, manager.10908@stores.parfois.com;ESP;SI
P21S/05197;PARFOIS - SPAIN, Madrid, CC Parque Sur, Av. Gran Bretaña s/n (1867);13/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636312547;1867@stores.parfois.com, manager.1867@stores.parfois.com;ESP;SI
P21S/05087;PARFOIS - SPAIN, Madrid, CC Plaza Éboli, Av. Pablo Picasso, s/n (16069);09/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;650209061;16069@stores.parfois.com, manager.16069@stores.parfois.com;ESP;SI
P21S/05214;PARFOIS - SPAIN, Madrid, CC Plaza Norte 2, Plaza del Comercio, 11-12 (1879);16/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619518446;1879@stores.parfois.com, manager.1879@stores.parfois.com;ESP;SI
P21S/05597;PARFOIS - SPAIN, Madrid, CC Plaza Rio 2, Av. del Manzanares, 210 (16088);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;681330771;16088@stores.parfois.com, manager.16088@stores.parfois.com;ESP;SI
P21S/05319;PARFOIS - SPAIN, Madrid, CC Plenilunio, Calle Aracne, s/n PI Las Mercedes (7000);10/09/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;917476175;7000@stores.parfois.com, manager.7000@stores.parfois.com;ESP;SI
P21S/05310;PARFOIS - SPAIN, Madrid, CC Príncipe Pio, Paseo Florida, 2 (1892);08/09/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628227540;1892@stores.parfois.com, manager.1892@stores.parfois.com;ESP;SI
P21S/05807;PARFOIS - SPAIN, Madrid, CC Tres Aguas, Av. De América 7-9 (15600);25/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;608524375;15600@stores.parfois.com, manager.15600@stores.parfois.com;ESP;SI
P21S/05326;PARFOIS - SPAIN, Madrid, CC Xanadu, C/ Puerto de Navacerrada, s/n (1851);14/09/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636073686;1851@stores.parfois.com, manager.1851@stores.parfois.com;ESP;SI
P21S/05707;PARFOIS - SPAIN, Madrid, ECI Alcalá de Henares , Av. Juan Carlos I, s/n (14400);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616426061;14400@stores.parfois.com, manager.14400@stores.parfois.com;ESP;SI
P21S/05693;PARFOIS - SPAIN, Madrid, ECI Campo Naciones, Av. de los Andes, 50 (1828);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;638134907;1828@stores.parfois.com, manager.1828@stores.parfois.com;ESP;SI
P21S/05681;PARFOIS - SPAIN, Madrid, ECI El Bercial, Av. Comandante José Manuel Ripollés, 2 (1913);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628155360;1913@stores.parfois.com, manager.1913@stores.parfois.com;ESP;SI
P21S/05830;PARFOIS - SPAIN, Madrid, ECI Goya, C/ Goya, 87 (11800);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;606839021;11800@stores.parfois.com, manager.11800@stores.parfois.com;ESP;SI
P21S/05665;PARFOIS - SPAIN, Madrid, ECI Méndez Álvaro,  C/ de la Retama, 8 (1884);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;618623865;1884@stores.parfois.com, manager.1884@stores.parfois.com;ESP;SI
P21S/05856;PARFOIS - SPAIN, Madrid, ECI Parque Sur, Av. de Gran Bretaña, s/n (16574);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636312547;"16574@stores.parfois.com, manager.16574@stores.parfois.com
";ESP;SI
P21S/05653;PARFOIS - SPAIN, Madrid, ECI Pozuelo Pop UP, Ctra. de la Coruña, km 12,5 (16450);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;687092930;16450@stores.parfois.com, manager.16450@stores.parfois.com;ESP;SI
P21S/05828;PARFOIS - SPAIN, Madrid, ECI Preciados, C/ Preciados 4-10 (1903);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628204383;1903@stores.parfois.com, manager.1903@stores.parfois.com;ESP;SI
P21S/05642;PARFOIS - SPAIN, Madrid, ECI San Chinarro, C/ Margarita de Parma, 1 (15907);22/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;690908954;15907@stores.parfois.com, manager.15907@stores.parfois.com;ESP;SI
P21S/05855;PARFOIS - SPAIN, Madrid, ECI San Jose de Valderas, Ctra. de Extremadura, km 12 (1906);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;608975343;1906@stores.parfois.com, manager.1906@stores.parfois.com;ESP;SI
P21S/05853;PARFOIS - SPAIN, Madrid, ECI Vaguada, Av. Monforte de Lemos, 36 (16295);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637401344;16295@stores.parfois.com, manager.16295@stores.parfois.com;ESP;SI
P21S/05851;PARFOIS - SPAIN, Madrid, ECI Xanadu, C/ Puerto de Navacerrada, 2 (16573);26/10/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636073686;"16573@stores.parfois.com, manager.16573@stores.parfois.com
";ESP;SI
P21S/05081;PARFOIS - SPAIN, Madrid, Fuencarral, C/ Fuencarral, 13 (1773);06/08/2021;;;8; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628228845;1773@stores.parfois.com, manager1773@stores.parfois.com;ESP;SI
P21S/05345;PARFOIS - SPAIN, Madrid, Goya 83,C/ Goya, 83 (20000);17/09/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;647402532;20000@stores.parfois.com, manager.20000@stores.parfois.com;ESP;SI
P21S/05007;PARFOIS - SPAIN, Madrid, Gran Vía, C/ Gran Vía, 42 (6900);04/08/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616044630;6900@stores.parfois.com, manager.6900@stores.parfois.com;ESP;SI
P21S/05091;PARFOIS - SPAIN, Málaga, Aeropuerto Málaga, Av. Comandante García Morato, s/n (2800);11/08/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;620339885;2800@stores.parfois.com, manager.2800@stores.parfois.com;ESP;SI
P21S/05980;PARFOIS - SPAIN, Málaga, Antequera, C/ Infante Don Fernando, 42b (11900);15/11/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628821891;11900@stores.parfois.com, manager.11900@stores.parfois.com;ESP;SI
P21S/05835;PARFOIS - SPAIN, Malaga, C/ Infante Don Fernando, 42 Bajo - 11900;26/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628821891;11900@stores.parfois.com, manager.11900@stores.parfois.com;ESP;SI
P21S/05517;PARFOIS - SPAIN, Málaga, Calle Nueva, C/Nueva, 18 (16343);14/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Victor Ballester - Optima Retail (EQ5);Principal;647400124 ;16343@stores.parfois.com, manager.16343@stores.parfois.com;ESP;SI
P21S/03970;PARFOIS - SPAIN, Málaga, CC El Ingenio, Av. del Rey Juan Carlos I, 18 (16520);27/07/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647490403;16520@stores.parfois.com, manager.16520@stores.parfois.com;ESP;SI
P21S/05359;PARFOIS - SPAIN, Málaga, CC Larios, Av. de la Aurora, 25 (1774);24/09/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;626633097;1774@stores.parfois.com, manager.1774@stores.parfois.com;ESP;SI
P21S/05834;PARFOIS - SPAIN, Málaga, CC Los Patios, Av. de Velázquez, 241 (16302);26/10/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637442175;16302@stores.parfois.com, manager.16302@stores.parfois.com;ESP;SI
P21S/05096;PARFOIS - SPAIN, Málaga, CC Nostrum Factory Outlet, C/ Jaén, 3 (5201);11/08/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628054320;5201@stores.parfois.com, manager.5201@stores.parfois.com;ESP;SI
P21S/05261;PARFOIS - SPAIN, Málaga, CC Plaza Mayor, Alfonso Ponce de León, 3 (1833);24/08/2021;;;5; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;626399376;1833@stores.parfois.com, manager.1833@stores.parfois.com;ESP;SI
P21S/05611;PARFOIS - SPAIN, Málaga, CC Rincón de la Victoria, C/ Arroyo de Totalan, 36 (10907);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;638796383;10907@stores.parfois.com, manager.10907@stores.parfois.com;ESP;SI
P21S/05869;PARFOIS - SPAIN, Málaga, CC Rosaleda, Av. Simón Bolívar, s/n (16449);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647450689;16449@stores.parfois.com, manager.16449@stores.parfois.com;ESP;SI
P21S/05322;PARFOIS - SPAIN, Málaga, CC Vialia Estación, Explanada de la Estación, s/n (1847);12/09/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647453153;1847@stores.parfois.com, manager.1847@stores.parfois.com;ESP;SI
P21S/05696;PARFOIS - SPAIN, Málaga, ECI Bahía Málaga, C/ Hamlet, 2 (15942);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;696938883;15942@stores.parfois.com, manager.15942@stores.parfois.com;ESP;SI
P21S/05587;PARFOIS - SPAIN, Málaga, ECI Málaga, Av de Andalucía, 4 (1794);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648694795;1794@stores.parfois.com, manager.1794@stores.parfois.com;ESP;SI
P21S/05661;PARFOIS - SPAIN, Málaga, ECI Mijas, Ctra. Nacional 340, km 210 (11802);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;606793601;;ESP;SI
P21S/05253;PARFOIS - SPAIN, Málaga, Torremolinos San Miguel, C/ San Miguel, 29 derecha (1821);23/08/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;608793263;1821@stores.parfois.com, manager.1821@stores.parfois.com;ESP;SI
P21S/05325;PARFOIS - SPAIN, Marbella, CC La Cañada, Ctra Ojen, s/n (1865) ;14/09/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628224916;1865@stores.parfois.com, manager1865@stores.parfois.com;ESP;SI
P21S/05825;PARFOIS - SPAIN, Marbella, CC Marina Banús , C/ Ramón Areces, s/n (16254);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637408212;16254@stores.parfois.com, manager16254@stores.parfois.com;ESP;SI
P21S/05089;PARFOIS - SPAIN, Marbella, ECI Marbella, C/ Ramón Areces, s/n (14000);10/08/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;626895889;14000@stores.parfois.com, manager.14000@stores.parfois.com;ESP;SI
P21S/05831;PARFOIS - SPAIN, Marbella, Ricardo Soriano, Av. Ricardo Soriano,14 (10903);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636226388;10903@stores.parfois.com, manager.10903@stores.parfois.com;ESP;SI
P21S/05838;PARFOIS - SPAIN, Murcia, Calle Platerías, C/ Platerías, 29 (1822);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636311603;;ESP;SI
P21S/05839;PARFOIS - SPAIN, Murcia, CC Dos Mares, Nacional 332 km 34 (1917);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;609126190;1917@stores.parfois.com, manager.1917@stores.parfois.com;ESP;SI
P21S/05311;PARFOIS - SPAIN, Murcia, Constitución, Av. de la Constitución, 7 (16571);09/09/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647431068;16571@stores.parfois.com, manager.16571@stores.parfois.com;ESP;SI
P21S/05691;PARFOIS - SPAIN, Murcia, ECI Cartagena, C/ Alameda de San Anton, 52 (1835);22/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636191874;1835@stores.parfois.com, manager.1835@stores.parfois.com;ESP;SI
P21S/05829;PARFOIS - SPAIN, Murcia, ECI Murcia, Av. de la Libertad, 1 (1810);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648694793;1810@stores.parfois.com, manager.1810@stores.parfois.com;ESP;SI
P21S/05229;PARFOIS - SPAIN, Murcia, Gran Vía, Gran Vía del Escultor Francisco Salzillo, 19 (16575);18/08/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637401944;16575@stores.parfois.com, manager.16575@stores.parfois.com;ESP;SI
P21S/05362;PARFOIS - SPAIN, Ourense, Paseo Ourense, C/ de Paseo, 37 (1823);27/09/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;638134893;1823@stores.parfois.com, manager.1823@stores.parfois.com;ESP;SI
P21S/05857;PARFOIS - SPAIN, Oviedo, ECI Oviedo, C/ Uria, 9 (16433);26/10/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647450591  ;16433@stores.parfois.com, manager.16433@stores.parfois.com;ESP;SI
P21S/05094;PARFOIS - SPAIN, Palma Mallorca, Aeropuerto Mallorca (16024);16/08/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;650818557;16024@stores.parfois.com, manager.16024@stores.parfois.com;ESP;SI
P21S/05328;PARFOIS - SPAIN, Palma Mallorca, Calle Jaime III, C/ Jaime III, 16 (1839);15/09/2021;;;6; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;636187460;1839@stores.parfois.com, manager.1839@stores.parfois.com;ESP;SI
P21S/05824;PARFOIS - SPAIN, Palma Mallorca, Calle Sant Miquel, C/ Sant Miquel, 51 (16780);26/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637430954;16780@stores.parfois.com, manager.16780@stores.parfois.com;ESP;SI
P21S/05251;PARFOIS - SPAIN, Palma Mallorca, CC Fan Mallorca Shopping, C/ del Cardenal Rossell, s/n (14500);23/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636999835;14500@stores.parfois.com, manager.14500@stores.parfois.com;ESP;SI
P21S/05008;PARFOIS - SPAIN, Palma Mallorca, CC Porto Pi, Av. de Gabriel Roca, 54 (3901);05/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;636673315;3901@stores.parfois.com, manager.3901@stores.parfois.com;ESP;SI
P21S/05585;PARFOIS - SPAIN, Palma Mallorca, ECI Palma, Av. Alexandre Roselló, 12-16 (1904);22/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;619784191;1904@stores.parfois.com, manager.1904@stores.parfois.com;ESP;SI
P21S/05223;PARFOIS - SPAIN, Pamplona, Cordovilla CC La Morea, Ctra. La Morea s/n (1784);17/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648234602;1784@stores.parfois.com, manager.1784@stores.parfois.com;ESP;SI
P21S/05659;PARFOIS - SPAIN, Pamplona, ECI Pamplona, C/ Estella, 9 (16431);22/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;647450769;16431@stores.parfois.com, manager.16431@stores.parfois.com;ESP;SI
P21S/05814;PARFOIS - SPAIN, Pamplona, Tudela, Av. Zaragoza, 2 (15904);25/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;637401468;15904@stores.parfois.com, manager.15904@stores.parfois.com;ESP;SI
P21S/05560;PARFOIS - SPAIN, Ponferrada, CC El Rosal, Av. de la Constitución, 2 (15956) ;19/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;696210404;15956@stores.parfois.com, manager.15956@stores.parfois.com;ESP;SI
P21S/05320;PARFOIS - SPAIN, Pontevedra, Benito Corbal, C/ Benito Corbal,17 (1800);10/09/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628227550;1800@stores.parfois.com, manager.1800@stores.parfois.com;ESP;SI
P21S/05629;PARFOIS - SPAIN, Pontevedra, ECI Vigo, Av. de Gran Vía, 25 (1795);22/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628034962;1795@stores.parfois.com, manager.1795@stores.parfois.com;ESP;SI
P21S/05001;PARFOIS - SPAIN, Pontevedra, Tui CC Outletui Fashion Center,  Autovia AP9/A55, s/n (1840);02/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648694802;1840@stores.parfois.com, manager.1840@stores.parfois.com;ESP;SI
P21S/05228;PARFOIS - SPAIN, Pontevedra, Vigo Calle Príncipe, C/ Príncipe, 31 (1859);18/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628227849;1859@stores.parfois.com, manager.1859@stores.parfois.com;ESP;SI
P21S/05428;PARFOIS - SPAIN, Pontevedra, Vigo Calle Urzaiz, C/ Urzaiz, 48 (14700);04/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Ariadna Toquero - Optima Retail (EQ7);Principal;608112673;14700@stores.parfois.com, manager.14700@stores.parfois.com;ESP;SI
P21S/05281;PARFOIS - SPAIN, Portugalete, CC Ballonti, Av. de Ballonti, 1 (1864);27/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;648694819;1864@stores.parfois.com, manager.1864@stores.parfois.com;ESP;SI
P21S/05324;PARFOIS - SPAIN, Salamanca, Calle Toro, C/ Toro,44 (1770);14/09/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;628696871;1770@stores.parfois.com, manager.1770@stores.parfois.com;ESP;SI
P21S/05092;PARFOIS - SPAIN, Salamanca, CC Tormes,  Av. Salamanca, 11 (15929);11/08/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;690900808;15929@stores.parfois.com, manager.15929@stores.parfois.com;ESP;SI
P21S/05644;PARFOIS - SPAIN, Salamanca, ECI Salamanca, C/ Maria Auxiliadora 71-85 (3502);22/10/2021;;;4; PARFOIS - Dismoda -comercio Y Distribucion Sl  ;Abierto;TP1;General;Fran Ullod - Optima Retail;Principal;616247952;3502@stores.parfois.com, manager.3502@stores.parfois.com;ESP;SI
